Title,Image URL,Synopsis,Genres,Released Year,Status,Other Names,Total Episodes
Koisuru Asteroid (Dub),https://gogocdn.net/cover/koisuru-asteroid-dub.png,Plot Summary: ,"comedy, school, slice-of-life",2020,Completed,"Asteroid in Love, Koisuru Shouwakusei, 恋する小惑星〈アストロイド〉",12
Koitabi: True Tours Nanto,https://gogocdn.net/images/anime/K/Koitabi-True-Tours-Nanto.jpg,Plot Summary: ,romance,2013,Completed,恋旅~True Tours Nanto,6
Kokkoku,https://gogocdn.net/cover/kokkoku.png,Plot Summary: ,"drama, mystery, psychological, seinen",2018,Completed,刻刻,12
Kokkoku (Dub),https://gogocdn.net/cover/kokkoku-dub.png,Plot Summary: ,"drama, mystery, psychological, seinen, supernatural",2018,Completed,刻刻,12
Koko wa Green Wood,https://gogocdn.net/cover/koko-wa-green-wood.png,Plot Summary: ,"comedy, drama, romance, shoujo, slice-of-life, supernatural",1991,Completed,"Here is Greenwood, ここはグリーン・ウッド",6
Koko wa Green Wood (Dub),https://gogocdn.net/cover/koko-wa-green-wood-dub.png,Plot Summary: ,"comedy, drama, romance, shoujo, slice-of-life, supernatural",1991,Completed,"Here is Greenwood, ここはグリーン・ウッド",6
Kokoro Connect,https://gogocdn.net/images/anime/K/Kokoro-Connect.jpg,Plot Summary: ,"comedy, drama, school, supernatural",2012,Completed,ココロコネクト,17
Kokoro Connect (Dub),https://gogocdn.net/cover/kokoro-connect-dub.png,Plot Summary: ,"comedy, drama, romance, school, slice-of-life, supernatural",2012,Completed,"Kokoroco, ココロコネクト",17
Kokoro ga Sakebitagatterunda.,https://gogocdn.net/cover/kokoro-ga-sakebitagatterunda.jpg,Plot Summary: ,drama,2015,Completed,"The Anthem of the Heart, 心が叫びたがってるんだ。",1
Kokoro Toshokan,https://gogocdn.net/cover/kokoro-toshokan.png,Plot Summary: ,"comedy, drama, slice-of-life",2001,Completed,ココロ図書館,13
Kokurikozaka Kara,https://gogocdn.net/images/anime/K/Kokurikozaka-Kara.jpg,Plot Summary: ,"historical, romance, school, shoujo",2011,Completed,"Coquelicot-zaka kara, From Up on Poppy Hill, コクリコ坂から",1
Komada Jouryuusho e Youkoso,https://gogocdn.net/cover/komada-jouryuusho-e-youkoso-1695782789.png,Plot Summary: ,gourmet,2023,Upcoming,"駒田蒸留所へようこそ 
                           Komada: A Whisky Family",0
Komatta Jiisan,https://gogocdn.net/cover/komatta-jiisan.png,Plot Summary: ,"adventure, comedy, drama, romance, seinen, slice-of-life",2020,Completed,"Troublesome Old Man, Komatta Jii-san, 困ったじいさん",13
"Komi-san wa, Comyushou desu.",https://gogocdn.net/cover/komi-san-wa-comyushou-desu.png,Plot Summary: ,"comedy, school, shounen",2021,Completed,"古見さんは、コミュ症です。 ; こみさんはコミュしょうです ; Komi-san wa, Komyushō desu. ; Komi-san wa, Communication Shougai desu. ; Komi Can't Communicate ; Komi Cant Communicate",12
"Komi-san wa, Comyushou desu. (Dub)",https://gogocdn.net/cover/komi-san-wa-comyushou-desu-dub.png,Plot Summary: ,"comedy, school, shounen, slice-of-life",2021,Completed,"Komi Can't Communicate, 古見さんは、コミュ症です。",12
"Komi-san wa, Comyushou desu. 2nd Season",https://gogocdn.net/cover/komi-san-wa-comyushou-desu-2nd-season.png,Plot Summary: ,"comedy, drama, romantic-subtext, school, shounen, slice-of-life",2022,Completed,"Komi Can't Communicate, 古見さんは、コミュ症です。",12
"Komi-san wa, Comyushou desu. 2nd Season (Dub)",https://gogocdn.net/cover/komi-san-wa-comyushou-desu-2nd-season-dub.png,Plot Summary: ,"comedy, dub, romantic-subtext, school, shounen",2022,Completed,"Komi Can't Communicate Season 2, 古見さんは、コミュ症です。 2",12
Komori-san wa Kotowarenai!,https://gogocdn.net/images/upload/76208.jpg,Plot Summary: ,"comedy, slice-of-life",2015,Completed,"Komori-san Can't Decline!, 小森さんは断れない！",13
Konbini Kareshi,https://gogocdn.net/cover/konbini-kareshi.png,Plot Summary: ,slice-of-life,2017,Completed,"Convenience Store Boyfriends, コンビニカレシ",12
Konbini Kareshi (Dub),https://gogocdn.net/cover/konbini-kareshi-dub.png,Plot Summary: ,slice-of-life,2017,Completed,"Convenience Store Boyfriends, コンビニカレシ",12
Koneko no Chi: Ponponra Daibouken (Dub),https://gogocdn.net/cover/koneko-no-chi-ponponra-daibouken-dub.png,Plot Summary: ,slice-of-life,2016,Completed,"Chi's Sweet Home (2016), Chi's Sweet Adventure, こねこのチー ポンポンらー大冒険",51
Koneko no Chii: Ponponraa Dairyokou,https://gogocdn.net/cover/koneko-no-chii-ponponraa-dairyokou.png,Plot Summary: ,slice-of-life,2018,Completed,"Chi`s Sweet Adventure: Season 2, Chi's Sweet Adventure: Season 2, こねこのチー ポンポンらー大旅行",25
Koneko no Rakugaki,https://gogocdn.net/cover/koneko-no-rakugaki.png,Plot Summary: ,comedy,1957,Completed,"Kitten's Scribbling, Kitty's Graffiti, こねこのらくがき",1
Koneko no Studio,https://gogocdn.net/cover/koneko-no-studio.png,Plot Summary: ,comedy,1959,Completed,"Kitten's Studio, こねこのスタジオ",1
Kong: The Animated Series (Dub),https://gogocdn.net/cover/kong-the-animated-series-dub.png,Plot Summary: ,"action, adventure, fantasy",2001,Completed,,40
Konjiki no Gash Bell,https://gogocdn.net/images/anime/K/konjiki-no-gash-bell.jpg,Plot Summary: ,"adventure, comedy, magic, shounen, supernatural",2003,Completed,金色のガッシュベル!!,150
Konjiki no Gash Bell!! (Dub),https://gogocdn.net/cover/konjiki-no-gash-bell-dub.png,Plot Summary: ,"adventure, comedy, demons, magic, shounen, supernatural",2003,Completed,"Zatch Bell!, 金色のガッシュベル!!",129
Konjiki no Gash Bell!!: 101 Banme no Mamono,https://gogocdn.net/cover/konjiki-no-gash-bell-101-banme-no-mamono.png,Plot Summary: ,"adventure, shounen, supernatural",2004,Completed,"Gash Bell The 1st Movie: Unlisted Demon, Gash Bell Movie 1, Zatch Bell Movie 1, 劇場版 金色のガッシュベル!! 101番目の魔物",1
Konjiki no Gash Bell!!: 101-banme no Mamono (Dub),https://gogocdn.net/cover/konjiki-no-gash-bell-101-banme-no-mamono-dub.png,Plot Summary: ,"adventure, shounen, supernatural",2004,Completed,"Zatch Bell! 101st Devil, 劇場版 金色のガッシュベル!! 101番目の魔物",1
Konjiki no Gash Bell!!: Attack of Mechavulcan,https://gogocdn.net/images/Konjiki no Gash Bell Attack of Mechavulcan.jpg,Plot Summary: ,"adventure, shounen, supernatural",2005,Completed,"Konjiki no Gash Bell!!: Mecha Vulkan no Raishuu, 劇場版　金色のガッシュベル!!　メカバルカンの来襲",1
Konjiki no Gash Bell!!: Mecha Vulkan no Raishuu (Dub),https://gogocdn.net/cover/konjiki-no-gash-bell-mecha-vulkan-no-raishuu-dub.png,Plot Summary: ,"adventure, shounen, supernatural",2005,Completed,"Zatch Bell! Attack of Mechavulcan, 劇場版　金色のガッシュベル!!　メカバルカンの来襲",1
Konnichiwa Anne,https://gogocdn.net/images/anime/K/Konnichiwa-Anne.jpg,Plot Summary: ,"drama, historical, kids, slice-of-life",2009,Completed,"Konnichiwa Anne: Before Green Gables, こんにちは アン ～Before Green Gables",39
Kono Bijutsubu ni wa Mondai ga Aru!,https://gogocdn.net/cover/kono-bijutsubu-ni-wa-mondai-ga-aru.jpg,Plot Summary: ,"comedy, romance, school",2016,Completed,"This Art Club Has a Problem!, この美術部には問題がある！",12
"Kono Danshi, Mahou ga Oshigoto Desu",https://gogocdn.net/images/upload/78220.jpg,Plot Summary: ,"fantasy, magic, shounen-ai",2016,Completed,"This Boy is a Professional Wizard, この男子、魔法がお仕事です。",4
"Kono Danshi, Ningyo Hiroimashita.",https://gogocdn.net/cover/kono-danshi-ningyo-hiroimashita.png,Plot Summary: ,"fantasy, shoujo-ai",2012,Completed,"This Boy Caught A Merman, This Boy Picked Up A Merman, この男子、人魚ひろいました。",1
"Kono Danshi, Uchuujin to Tatakaemasu.",https://gogocdn.net/cover/kono-danshi-uchuujin-to-tatakaemasu.png,Plot Summary: ,"action, fantasy, shoujo-ai, super-power, supernatural",2011,Completed,"Konodan, Kono Danshi, Uchujin to Tatakaemasu., This Boy Can Fight With Aliens., This Boy Can Fight Aliens, この男子、宇宙人と戦えます",1
"Kono Healer, Mendokusai",https://gogocdn.net/cover/kono-healer-mendokusai.png,Plot Summary: ,"action, adventure, comedy, fantasy",2022,Completed,"Don't Hurt Me, My Healer!, このヒーラー、めんどくさい",12
"Kono Healer, Mendokusai (Dub)",https://gogocdn.net/cover/kono-healer-mendokusai-dub.png,Plot Summary: ,"adventure, comedy, fantasy",2022,Completed,"Don't Hurt Me, My Healer!, このヒーラー、めんどくさい",12
"Kono Naka ni Hitori, Imouto ga Iru!",https://gogocdn.net/images/anime/K/Kono-Naka-ni-Hitori-Imouto-ga-Iru.jpg,Plot Summary: ,"comedy, ecchi, harem, romance, school, seinen",2012,Completed,"NAKAIMO - My Little Sister Is Among Them!, NakaImo, One of Them is My Younger Sister!, Who is Imouto?, この中に1人、妹がいる！",13
"Kono Naka ni Hitori, Imouto ga Iru! (Dub)",https://gogocdn.net/cover/kono-naka-ni-hitori-imouto-ga-iru-dub.png,Plot Summary: ,"comedy, ecchi, harem, mystery, romance, school, seinen",2012,Completed,"NAKAIMO - My Little Sister Is Among Them!, NakaImo, One of Them is My Younger Sister!, Who is Imouto?, この中に1人、妹がいる！",13
Kono Oto Tomare!,https://gogocdn.net/cover/kono-oto-tomare.png,Plot Summary: ,"drama, music, school, shounen",2019,Completed,"Stop This Sound!, この音とまれ！",13
Kono Oto Tomare! (Dub),https://gogocdn.net/cover/kono-oto-tomare-dub.png,Plot Summary: ,"drama, music, school, shounen",2019,Completed,"Stop This Sound!, この音とまれ！; Kono Oto Tomare!: Sounds of Life",13
Kono Oto Tomare! 2nd Season,https://gogocdn.net/cover/kono-oto-tomare-2nd-season.png,Plot Summary: ,"drama, music, school, shounen",2019,Completed,"Kono Oto Tomare!: Sounds of Life Season 2, Stop This Sound! 2nd Season, この音とまれ！ 第2期",13
Kono Oto Tomare! 2nd Season (Dub),https://gogocdn.net/cover/kono-oto-tomare-2nd-season-dub.png,Plot Summary: ,"drama, music, school, shounen",2019,Completed,"Kono Oto Tomare!: Sounds of Life Season 2, この音とまれ！",13
Kono Sekai no Katasumi ni,https://gogocdn.net/cover/kono-sekai-no-katasumi-ni.png,Plot Summary: ,"drama, historical",2016,Completed,"In This Corner of the World, この世界の片隅に",1
Kono Sekai no Katasumi ni (Dub),https://gogocdn.net/cover/kono-sekai-no-katasumi-ni-dub.png,Plot Summary: ,"drama, historical, seinen",2016,Completed,"In This Corner of the World, この世界の片隅に",1
Kono Sekai wa Fukanzen Sugiru,https://gogocdn.net/cover/kono-sekai-wa-fukanzen-sugiru-1719515682.png,Plot Summary: ,"adventure, fantasy, video-game",2024,Completed,Quality Assurance in Another World; この世界は不完全すぎる,13
Kono Sekai wa Fukanzen Sugiru (Dub),https://gogocdn.net/cover/kono-sekai-wa-fukanzen-sugiru-dub.png,Plot Summary: ,"adventure, fantasy, video-game",2024,Completed,"Quality Assurance in Another World, この世界は不完全すぎる, Konofuka",13
Kono Subarashii Sekai ni Bakuen wo!,https://gogocdn.net/cover/kono-subarashii-sekai-ni-bakuen-wo.png,Plot Summary: ,"comedy, fantasy",2023,Completed,Konosuba: An Explosion on This Wonderful World! ;  この素晴らしい世界に爆焔を！,12
Kono Subarashii Sekai ni Bakuen wo! (Dub),https://gogocdn.net/cover/kono-subarashii-sekai-ni-bakuen-wo-dub.png,Plot Summary: ,"comedy, fantasy",2023,Completed,"KonoSuba: An Explosion on This Wonderful World!, この素晴らしい世界に爆焔を！",12
Kono Subarashii Sekai ni Shukufuku wo!,https://gogocdn.net/images/upload/77637.jpg,Plot Summary: ,"adventure, comedy, fantasy, romance, supernatural",2016,Completed,"KonoSuba: God's Blessing on This Wonderful World!, この素晴らしい世界に祝福を！",10
Kono Subarashii Sekai ni Shukufuku wo! (Dub),https://gogocdn.net/cover/kono-subarashii-sekai-ni-shukufuku-wo-dub.png,Plot Summary: ,"adventure, comedy, fantasy, magic, parody, supernatural",2016,Completed,"KonoSuba: God's Blessing on This Wonderful World!, この素晴らしい世界に祝福を！",11
Kono Subarashii Sekai ni Shukufuku wo! 2,https://gogocdn.net/cover/kono-subarashii-sekai-ni-shukufuku-wo-2.png,Plot Summary: ,"adventure, comedy, fantasy, magic, supernatural",2017,Completed,"KonoSuba: God's Blessing on This Wonderful World! Second Season, Give Blessings to This Wonderful World! 2, この素晴らしい世界に祝福を！ 2",10
Kono Subarashii Sekai ni Shukufuku wo! 2 (Dub),https://gogocdn.net/cover/kono-subarashii-sekai-ni-shukufuku-wo-2-dub.png,Plot Summary: ,"adventure, comedy, fantasy, magic, parody, supernatural",2017,Completed,"KonoSuba: God's Blessing on This Wonderful World! 2, KonoSuba 2, この素晴らしい世界に祝福を！ 2",11
Kono Subarashii Sekai ni Shukufuku wo! 2 OVA,https://gogocdn.net/cover/kono-subarashii-sekai-ni-shukufuku-wo-2-ova.png,Plot Summary: ,"adventure, comedy, fantasy, magic, supernatural",2017,Completed,"KonoSuba: God's Blessing on This Wonderful World! Second Season OVA, この素晴らしい世界に祝福を！ 2 OVA",1
Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo! (Dub),https://gogocdn.net/cover/kono-subarashii-sekai-ni-shukufuku-wo-2-kono-subarashii-geijutsu-ni-shukufuku-wo-dub.png,Plot Summary: ,"adventure, comedy, dub, fantasy, isekai, parody, reincarnation",2017,Completed,"KonoSuba: God's Blessing on This Wonderful World! 2 - God's Blessing on This Wonderful Art!, Kono Subarashii Sekai ni Shukufuku wo! 2 OVA, この素晴らしい世界に祝福を！2 この素晴らしい芸術に祝福を！",1
Kono Subarashii Sekai ni Shukufuku wo! 3,https://gogocdn.net/cover/kono-subarashii-sekai-ni-shukufuku-wo-3-1711735625.png,Plot Summary: ,"adventure, comedy, fantasy, isekai, parody, supernatural",2024,Completed,KonoSuba: God's Blessing on This Wonderful World! 3; この素晴らしい世界に祝福を！3,11
Kono Subarashii Sekai ni Shukufuku wo! 3 (Dub),https://gogocdn.net/cover/kono-subarashii-sekai-ni-shukufuku-wo-3-dub.png,Plot Summary: ,"adventure, comedy, fantasy, isekai, parody, supernatural",2024,Completed,KonoSuba: God's Blessing on This Wonderful World! 3; この素晴らしい世界に祝福を！3,11
Kono Subarashii Sekai ni Shukufuku wo! Kono Subarashii Choker ni Shukufuku wo! (Dub),https://gogocdn.net/cover/kono-subarashii-sekai-ni-shukufuku-wo-kono-subarashii-choker-ni-shukufuku-wo-dub.png,Plot Summary: ,"comedy, dub, fantasy, isekai, parody, reincarnation",2016,Completed,"KonoSuba: God's Blessing on This Wonderful World! - God's Blessing on This Wonderful Choker!, KonoSuba OVA, この素晴らしい世界に祝福を！ 第11話 この素晴らしいチヨーカーに祝福を！",1
Kono Subarashii Sekai ni Shukufuku wo! OVA,https://gogocdn.net/cover/kono-subarashii-sekai-ni-shukufuku-wo-ova.jpg,Plot Summary: ,"adventure, comedy, fantasy, romance, supernatural",2016,Completed,"KonoSuba OVA, この素晴らしい世界に祝福を! 第11話 この素晴らしいチヨーカーに祝福を!",1
Kono Subarashii Sekai ni Shukufuku wo!: Kurenai Densetsu,https://gogocdn.net/cover/kono-subarashii-sekai-ni-shukufuku-wo-kurenai-densetsu.png,Plot Summary: ,"adventure, comedy, fantasy, magic, parody, supernatural",2019,Completed,"KONOSUBA -God's blessing on this wonderful world!- Legend of Crimson, KonoSuba Movie, Eiga Kono Subarashii Sekai ni Shukufuku wo!, Kono Subarashii Sekai ni Shukufuku wo! Movie, この素晴らしい世界に祝福を！紅伝説",1
Kono Subarashii Sekai ni Shukufuku wo!: Kurenai Densetsu (Dub),https://gogocdn.net/cover/kono-subarashii-sekai-ni-shukufuku-wo-kurenai-densetsu-dub.png,Plot Summary: ,"adventure, comedy, fantasy, magic, parody, supernatural",2019,Completed,"KONOSUBA -God's blessing on this wonderful world!- Legend of Crimson, KonoSuba Movie, この素晴らしい世界に祝福を！紅伝説",1
Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,https://gogocdn.net/cover/kono-yo-no-hate-de-koi-wo-utau-shoujo-yu-no.png,Plot Summary: ,"drama, sci-fi",2019,Completed,"YU-NO: A girl who chants love at the bound of this world., この世の果てで恋を唄う少女YU-NO",26
Kono Yo no Hate de Koi wo Utau Shoujo YU-NO (Dub),https://gogocdn.net/cover/kono-yo-no-hate-de-koi-wo-utau-shoujo-yu-no-dub.png,Plot Summary: ,"drama, sci-fi",2019,Completed,"YU-NO: A girl who chants love at the bound of this world., この世の果てで恋を唄う少女YU-NO",26
Kono Yo no Hate de Koi wo Utau Shoujo YU-NO: Mugen no Heiretsu Sekai,https://gogocdn.net/cover/kono-yo-no-hate-de-koi-wo-utau-shoujo-yu-no-mugen-no-heiretsu-sekai.png,Plot Summary: ,"drama, sci-fi, time-travel",2019,Completed,"YU-NO: A girl who chants love at the bound of this world Special,",1
Konohana Kitan,https://gogocdn.net/cover/konohana-kitan.png,Plot Summary: ,"fantasy, seinen, shoujo-ai, slice-of-life",2017,Completed,このはな綺譚,12
Konohana Kitan (Dub),https://gogocdn.net/cover/konohana-kitan-dub.png,Plot Summary: ,"fantasy, seinen, shoujo-ai, slice-of-life",2017,Completed,このはな綺譚,12
Konpeki no Kantai,https://gogocdn.net/cover/konpeki-no-kantai.png,Plot Summary: ,"action, drama, historical, military",1993,Completed,"Deep Blue Fleet, Kompeki no Kantai, 紺碧の艦隊",22
Konpeki no Kantai: Sourai Kaihatsu Monogatari,https://gogocdn.net/cover/konpeki-no-kantai-sourai-kaihatsu-monogatari.png,Plot Summary: ,"historical, military",1997,Completed,"Kompeki no Kantai Special Episode: Development of the Sorai, 紺碧の艦隊 特別編 蒼莱開発物語",1
"Konyaku Haki sareta Reijou wo Hirotta Ore ga, Ikenai Koto wo Oshiekomu",https://gogocdn.net/cover/konyaku-haki-sareta-reijou-wo-hirotta-ore-ga-ikenai-koto-wo-oshiekomu-1696009482.png,Plot Summary: ,"comedy, fantasy, romance",2023,Completed,"婚約破棄された令嬢を拾った俺が、イケナイことを教え込む , I'm Giving the Disgraced Noble Lady I Rescued a Crash Course in Naughtiness",12
Koori Zokusei Danshi to Cool na Douryou Joshi,https://gogocdn.net/cover/koori-zokusei-danshi-to-cool-na-douryou-joshi-1672330793.png,Plot Summary: ,"adult-cast, comedy, fantasy, romance, workplace",2023,Completed,The Ice Guy and His Cool Female Colleague; 氷属性男子とクールな同僚女子,12
Koori Zokusei Danshi to Cool na Douryou Joshi (Dub),https://gogocdn.net/cover/koori-zokusei-danshi-to-cool-na-douryou-joshi-dub.png,Plot Summary: ,"adult-cast, comedy, dub, fantasy, romance",2023,Completed,The Ice Guy and His Cool Female Colleague; 氷属性男子とクールな同僚女子,12
Kore wa Zombie Desu ka? OVA,https://gogocdn.net/cover/kore-wa-zombie-desu-ka-ova.png,Plot Summary: ,"action, comedy, ecchi, harem, magic, supernatural",2011,Completed,"Is This a Zombie? OVA, これはゾンビですか? OVA",1
Kore wa Zombie Desu ka? OVA (Dub),https://gogocdn.net/cover/kore-wa-zombie-desu-ka-ova-dub.png,Plot Summary: ,"action, comedy, ecchi, harem, magic, supernatural",2011,Completed,"Is This a Zombie? OVA, これはゾンビですか? OVA",1
Kore wa Zombie Desuka?,https://gogocdn.net/images/anime/K/Kore-wa-Zombie-Desuka.jpg,Plot Summary: ,"action, comedy, ecchi, harem, magic, supernatural",2011,Completed,"Is This a Zombie?, これはゾンビですか?",12
Kore wa Zombie Desuka? Of the Dead,https://gogocdn.net/images/anime/K/Kore-wa-Zombie-Desuka-2.jpg,Plot Summary: ,"action, comedy, ecchi, harem, magic, supernatural",2012,Completed,"Is this A Zombie? of the Dead, これはゾンビですか? OF THE DEAD",11
Koro-sensei Quest!,https://gogocdn.net/cover/koro-sensei-quest.png,Plot Summary: ,"comedy, magic, shounen",2016,Completed,殺せんせーQ[クエスト]!,12
Koro-sensei Quest! (Dub),https://gogocdn.net/cover/koro-sensei-quest-dub.png,Plot Summary: ,"comedy, magic, shounen",2016,Completed,"Koro Sensei Quest!, Koro Teacher Quest 2016, 殺せんせーQ[クエスト]!",12
Koroshi Ai,https://gogocdn.net/cover/koroshi-ai.png,Plot Summary: ,"action, josei, romance",2022,Completed,殺し愛 ; Love of Kill,12
Koroshi Ai (Dub),https://gogocdn.net/cover/koroshi-ai-dub.png,Plot Summary: ,"action, josei, romance",2022,Completed,"Love of Kill, 殺し愛",12
Koroshiya-san: The Hired Gun,https://gogocdn.net/images/anime/K/Koroshiya-san-The-Hired-Gun.jpg,Plot Summary: ,"action, comedy, police, seinen, thriller",2013,Completed,殺し屋さん The hired gun,10
Kosuke-sama Rikimaru-sama: Konpeitou no Ryuu,https://gogocdn.net/cover/kosuke-sama-rikimaru-sama-konpeitou-no-ryuu.png,Plot Summary: ,"action, adventure, super-power",1988,Completed,"Kosukesama Rikimarusama: Konpeito no Ryu, Kosuke and Rikimaru: Dragon of Konpei Island, 小助さま力丸さま-コンペイ島の竜-",1
Kotarou wa Hitorigurashi,https://gogocdn.net/cover/kotarou-wa-hitorigurashi.png,Plot Summary: ,"comedy, shounen, slice-of-life",2022,Completed,"Kotaro Lives Alone, コタローは1人暮らし",10
Kotarou wa Hitorigurashi (Dub),https://gogocdn.net/cover/kotarou-wa-hitorigurashi-dub.png,Plot Summary: ,"comedy, shounen, slice-of-life",2022,Completed,"Kotaro Lives Alone, コタローは1人暮らし",10
Kotetsu no Daibouken,https://gogocdn.net/cover/kotetsu-no-daibouken.png,Plot Summary: ,"action, comedy, ecchi, fantasy, romance, sci-fi",1996,Completed,"The Adventures of Kotetsu, 小鉄の大冒険",2
Kotetsushin Jeeg,https://gogocdn.net/images/anime/K/Kotetsushin-Jeeg.jpg,Plot Summary: ,"mecha, sci-fi",2007,Completed,鋼鉄神ジーグ,13
Kotonoha no Niwa,https://gogocdn.net/images/anime/Kotonoha-no-Niwa.jpg,Plot Summary: ,romance,2013,Completed,"The Garden of Words, 言の葉の庭",1
Kotonoha no Niwa (Dub),https://gogocdn.net/cover/kotonoha-no-niwa-dub.png,Plot Summary: ,"drama, psychological, romance, slice-of-life",2013,Completed,"The Garden of Words, Koto no Ha no Niwa, The Garden of Kotonoha, 言の葉の庭",1
Kotoura-san,https://gogocdn.net/images/anime/K/Kotoura-san.jpg,Plot Summary: ,"comedy, drama, romance, school",2013,Completed,"The Troubled Life of Miss Kotoura, 琴浦さん",12
Kotoura-san Haruka no Heya,https://gogocdn.net/images/Kotoura-san Haruka no Heya.jpg,Plot Summary: ,"comedy, school",2013,Completed,"The Troubled Life of Miss Kotoura, 琴浦さん 春香の部屋",6
Kouchuu Ouja Mushiking Super Battle Movie: Yami no Kaizou Kouchuu,https://gogocdn.net/cover/kouchuu-ouja-mushiking-super-battle-movie-yami-no-kaizou-kouchuu.png,Plot Summary: ,"adventure, fantasy",2007,Completed,"Mushiking: The King of Beetles SUPER BATTLE MOVIE -Altered Beetles of Darkness-, 甲虫王者ムシキング　スーパーバトルムービー ～闇の改造甲虫～",1
Kouchuu Ouja Mushiking: Mori no Tami no Densetsu,https://gogocdn.net/cover/ouchuu-ouja-mushiking-mori-no-tami-no-densetsu.png,Plot Summary: ,fantasy,2005,Ongoing,"Mushiking: The Guardians of the Forest, 甲虫王者ムシキング ～森の民の伝説～",4
Koufuku Graffiti,https://gogocdn.net/images/upload/165607.jpg,Plot Summary: ,"comedy, seinen",2015,Completed,"Gourmet Girl Graffiti, 幸腹グラフィティ",12
Koukaku Kidoutai: SAC_2045 - Jizoku Kanou Sensou,https://gogocdn.net/cover/koukaku-kidoutai-sac-2045-jizoku-kanou-sensou.png,Plot Summary: ,"action, detective, mecha, military, sci-fi",2021,Completed,"Ghost in the Shell: Stand Alone Complex 2045, Ghost in the Shell: SAC_2045, 攻殻機動隊 SAC_2045 持続可能戦争",1
Koukaku Kidoutai: SAC_2045 - Jizoku Kanou Sensou (Dub),https://gogocdn.net/cover/koukaku-kidoutai-sac-2045-jizoku-kanou-sensou-dub.png,Plot Summary: ,"action, detective, mecha, military, sci-fi",2021,Completed,"Ghost in the Shell: Stand Alone Complex 2045, Ghost in the Shell: SAC_2045, 攻殻機動隊 SAC_2045 持続可能戦争",1
Koukaku Kidoutai: SAC_2045 (Dub),https://gogocdn.net/cover/koukaku-kidoutai-sac-2045-dub.png,Plot Summary: ,"action, mecha, military, police, sci-fi, seinen",2020,Completed,"Ghost in the Shell: Stand Alone Complex 2045, Ghost in the Shell: SAC_2045, 攻殻機動隊 SAC_2045",12
Koukaku Kidoutai: SAC_2045 Season 2,https://gogocdn.net/cover/koukaku-kidoutai-sac-2045-season-2.png,Plot Summary: ,"action, detective, mecha, military, sci-fi, seinen",2022,Completed,"Ghost in the Shell: Stand Alone Complex 2045 2nd Season, Koukaku Kidoutai: SAC_2045 2nd Season",12
Koukaku Kidoutai: SAC_2045 Season 2  (Dub),https://gogocdn.net/cover/koukaku-kidoutai-sac-2045-season-2-dub.png,Plot Summary: ,"action, detective, mecha, military, sci-fi, seinen",2022,Completed,"Ghost in the Shell: Stand Alone Complex 2045 2nd Season, Koukaku Kidoutai: SAC_2045 2nd Season",12
Koukaku Kidoutai: Shin Gekijouban,https://gogocdn.net/images/upload/Koukaku Kidoutai - Shin Gekijouban.jpg,Plot Summary: ,"action, mecha, police, psychological, slice-of-life",2015,Completed,"Ghost in the Shell (2015), Ghost in the Shell: The New Movie, 攻殻機動隊 新劇場版",1
Koukaku no Pandora,https://gogocdn.net/images/upload/77354.jpg,Plot Summary: ,"action, comedy, ecchi, sci-fi",2016,Completed,"Pandora in the Crimson Shell, 紅殻のパンドラ",12
Koukaku no Pandora (Dub),https://gogocdn.net/cover/koukaku-no-pandora-dub.png,Plot Summary: ,"action, comedy, ecchi, sci-fi",2016,Completed,"Pandora in the Crimson Shell, 紅殻のパンドラ",12
Koukou Butouden Crows,https://gogocdn.net/cover/koukou-butouden-crows.png,Plot Summary: ,"action, delinquents, school, shounen",1994,Completed,"Crows, 高校武闘伝 クローズ",2
Koukyoushihen Eureka Seven Hi-Evolution 2: Anemone,https://gogocdn.net/cover/koukyoushihen-eureka-seven-hi-evolution-2-anemone.png,Plot Summary: ,"adventure, drama, mecha, sci-fi",2018,Completed,"Anemone: Eureka Seven Hi-Evolution, ANEMONE／交響詩篇エウレカセブン ハイエボリューション",1
Koukyoushihen Eureka Seven Hi-Evolution 2: Anemone (Dub),https://gogocdn.net/cover/koukyoushihen-eureka-seven-hi-evolution-2-anemone-dub.png,Plot Summary: ,"adventure, drama, mecha, sci-fi",2018,Completed,"Anemone: Eureka Seven Hi-Evolution, ANEMONE／交響詩篇エウレカセブン ハイエボリューション",1
Koukyoushihen Eureka Seven Hi-Evolution 3: Eureka,https://gogocdn.net/cover/koukyoushihen-eureka-seven-hi-evolution-3-eureka.png,Plot Summary: ,"adventure, drama, mecha, sci-fi",2021,Completed,"Eureka Seven Hi-Evolution 3, EUREKA／交響詩篇エウレカセブン ハイエボリューション",1
Koukyoushihen Eureka Seven Hi-Evolution 3: Eureka (Dub),https://gogocdn.net/cover/koukyoushihen-eureka-seven-hi-evolution-3-eureka-dub.png,Plot Summary: ,"adventure, drama, dub, mecha, sci-fi",2021,Completed,EUREKA／交響詩篇エウレカセブン ハイエボリューション,1
Koukyoushihen Eureka Seven: Hi-Evolution 1,https://gogocdn.net/cover/koukyoushihen-eureka-seven-hi-evolution-1.png,Plot Summary: ,"adventure, drama, mecha, sci-fi",2017,Completed,交響詩篇エウレカセブン ハイエボリューション 1,1
